time_hours,T_stable_K,t_cool_s,sigma_T_K,group_id
1340,81.63989776,297.09375539999996,0.837095817,0
1350,81.64938689,297.1321177,0.840758942,0
1360,81.65871515,297.1705941,0.844422068,0
1370,81.66788528,297.20918489999997,0.848085193,0
1380,81.67689996,297.24789060000006,0.851748319,0
1390,81.68576182,297.2867115,0.855411444,0
1400,81.69447346,297.3256479,0.859074569,0
1410,81.70303742,297.3647003,0.862737695,0
1420,81.7114562,297.403869,0.86640082,0
1430,81.71973227,297.44315439999997,0.8700639459999999,0
1440,81.72786804,297.48255689999996,0.8737270709999999,0
1450,81.73586590000001,297.52207680000004,0.877390197,0
1460,81.74372817,297.5617146,0.8810533220000001,0
1470,81.75145717,297.6014705,0.8847164479999999,0
1480,81.75905514,297.6413451,0.8883795729999999,0
1490,81.76652432,297.6813387,0.8920426990000001,0
1500,81.77386687,297.7214516,0.8957058240000001,0
1510,81.78108496,297.7616843,0.89936895,0
1520,81.78818068,297.8020371,0.903032075,0
1530,81.79515612,297.8425104,0.9066952009999999,0
1540,81.80201332,297.8831047,0.910358326,0
1550,81.80875426,297.92382030000005,0.9140214520000001,0
1560,81.81538094,297.9646576,0.9176845770000001,0
1570,81.82189528,298.005617,0.921347703,0
1580,81.82829919,298.04669889999997,0.925010828,0
1590,81.83459455,298.0879038,0.9286739540000001,0
1600,81.84078318,298.1292319,0.9323370790000001,0
1610,81.84686690000001,298.1706836,0.9360002040000001,0
1620,81.8528475,298.2122595,0.93966333,0
1630,81.85872671,298.2539599,0.943326455,0
1640,81.86450626,298.2957852,0.946989581,0
1650,81.87018783,298.3377358,0.950652706,0
1660,81.87577309,298.37981210000004,0.954315832,0
1670,81.88126366,298.4220145,0.957978957,0
1680,81.88666117,298.46434339999996,0.961642083,0
1690,81.89196717,298.5067993,0.965305208,0
1700,81.89718323,298.54938250000004,0.968968334,0
1710,81.90231086,298.59209350000003,0.972631459,0
1720,81.90735157,298.6349327,0.976294585,0
1730,81.91230683,298.67790049999996,0.97995771,0
1740,81.91717809,298.7209972,0.9836208359999999,0
1750,81.92196677,298.7642234,0.9872839609999999,0
1760,81.92667428,298.80757939999995,0.990947087,0
1770,81.93130198,298.8510657,0.994610212,0
1780,81.93585124,298.89468270000003,0.998273338,0
1790,81.94032337,298.9384308,1.001936463,0
1800,81.94471970000001,298.98231039999996,1.005599588,0
1810,81.9490415,299.026322,1.0092627140000001,0
1820,81.95329003,299.070466,1.012925839,0
1830,81.95746655,299.11474280000004,1.016588965,0
1840,81.96157226,299.1591529,1.02025209,0
1850,81.96560838,299.2036966,1.023915216,0
1860,81.96957607,299.2483744,1.027578341,0
1870,81.97347651,299.2931868,1.031241467,0
1880,81.97731082,299.33813419999996,1.034904592,0
1890,81.98108014,299.383217,1.038567718,0
1900,81.98478556,299.42843569999997,1.042230843,0
1910,81.98842816,299.47379060000003,1.045893969,0
1920,81.99200901,299.51928230000004,1.049557094,0
1930,81.99552917,299.5649112,1.05322022,0
1940,81.99898965,299.6106778,1.056883345,0
1950,82.00239146,299.65658239999993,1.0605464709999999,0
1960,82.00573561,299.7026255,1.064209596,0
1970,82.00902307,299.7488076,1.067872722,0
1980,82.01225481,299.7951291,1.071535847,0
1990,82.01543175,299.8415905,1.075198973,0
2000,82.01855485,299.8881922,1.0788620979999999,0
2010,82.02162499,299.9349347,1.082525223,0
2020,82.02464309999999,299.98181850000003,1.0861883490000002,0
2030,82.02761004,300.02884389999997,1.089851474,0
2040,82.03052669,300.07601150000005,1.0935146,0
2050,82.03339389,300.12332180000004,1.097177725,0
2060,82.03621249,300.1707751,1.1008408509999998,0
2070,82.03898331,300.21837189999997,1.104503976,0
2080,82.04170715,300.26611280000003,1.1081671020000001,0
2090,82.04438483,300.3139981,1.111830227,0
2100,82.04701711,300.3620284,1.115493353,0
2110,82.04960477,300.410204,1.119156478,0
2120,82.05214856,300.45852560000003,1.122819604,0
2130,82.05464923,300.5069935,1.1264827290000001,0
2140,82.05710751,300.5556083,1.130145855,0
2150,82.05952412,300.6043703,1.13380898,0
2160,82.06189976,300.6532802,1.137472106,0
2170,82.06423513,300.7023383,1.141135231,0
2180,82.06653091,300.7515452,1.144798357,0
2190,82.06878777,300.8009012,1.148461482,0
2200,82.07100637,300.85040699999996,1.152124607,0
2210,82.07318737,300.900063,1.155787733,0
2220,82.07533139,300.94986969999997,1.159450858,0
2230,82.07743907,300.9998275,1.163113984,0
2240,82.07951101,301.049937,1.166777109,0
2250,82.08154784,301.1001986,1.170440235,0
2260,82.08355013,301.1506129,1.17410336,0
2270,82.08551849,301.20118039999994,1.177766486,0
2280,82.08745347,301.2519014,1.181429611,0
2290,82.08935565,301.3027766,1.185092737,0
2300,82.09122559,301.3538065,1.188755862,0
2310,82.09306383,301.4049914,1.192418988,0
2320,82.09487091,301.456332,1.196082113,0
2330,82.09664735,301.5078288,1.199745239,0
2340,82.09839368,301.5594822,1.203408364,0
2350,82.10011041,301.6112927,1.20707149,0
2360,82.10179803,301.66326089999995,1.210734615,0
2370,82.10345705,301.71538730000003,1.214397741,0
2380,82.10508794,301.7676724,1.2180608659999999,0
2390,82.10669119,301.8201166,1.221723992,0
2400,82.10826725,301.87272060000004,1.2253871170000001,0
2410,82.1098166,301.92548480000005,1.229050242,0
2420,82.11133969,301.9784098,1.232713368,0
2430,82.11283695,302.0314961,1.236376493,0
2440,82.11430884,302.0847441,1.240039619,0
2450,82.11575577,302.1381545,1.2437027440000001,0
2460,82.11717818,302.1917277,1.24736587,0
2470,82.11857647,302.24546430000004,1.251028995,0
2480,82.11995106,302.2993648,1.254692121,0
2490,82.12130234,302.3534298,1.258355246,0
2500,82.12263072,302.4076597,1.262018372,0
2510,82.12393659,302.46205510000004,1.265681497,0
2520,82.12522031,302.5166165,1.269344623,0
2530,82.12648227,302.57134460000003,1.273007748,0
2540,82.12772284,302.6262397,1.2766708740000001,0
2550,82.12894238,302.6813026,1.280333999,0
2560,82.13014125,302.73653360000003,1.283997125,0
2570,82.13131979,302.7919333,1.28766025,0
2580,82.13247836,302.8475024,1.291323376,0
2590,82.13361728,302.9032413,1.294986501,0
2600,82.13473690000001,302.9591506,1.298649626,0
2610,82.13583754,303.0152309,1.302312752,0
2620,82.13691952,303.0714826,1.305975877,0
2630,82.13798315,303.1279064,1.309639003,0
2640,82.13902876,303.1845029,1.313302128,0
2650,82.14005664,303.2412724,1.316965254,0
2660,82.1410671,303.29821580000004,1.320628379,0
2670,82.14206043,303.3553334,1.324291505,0
2680,82.14303692,303.41262589999997,1.32795463,0
2690,82.14399686,303.47009380000003,1.331617756,0
2700,82.14494052,303.5277377,1.3352808809999999,0
2710,82.14586819,303.5855582,1.338944007,0
2720,82.14678013,303.64355589999997,1.342607132,0
2730,82.14767661,303.7017312,1.346270258,0
2740,82.14855789,303.7600849,1.3499333830000002,0
2750,82.14942424,303.81861739999994,1.3535965090000002,0
2760,82.15027590000001,303.8773293,1.357259634,0
2770,82.15111312,303.9362213,1.36092276,0
2780,82.15193615,303.9952939,1.364585885,0
2790,82.15274523,304.0545477,1.3682490109999998,0
2800,82.15354059,304.11398330000003,1.371912136,0
2810,82.15432247,304.1736012,1.375575261,0
2820,82.15509109,304.2334022,1.3792383869999998,0
2830,82.15584669,304.2933866,1.3829015119999999,0
2840,82.15658947,304.35355530000004,1.386564638,0
2850,82.15731967,304.4139087,1.3902277630000002,0
2860,82.15803748,304.4744474,1.3938908890000001,0
2870,82.15874313,304.5351721,1.397554014,0
2880,82.15943682,304.5960834,1.40121714,0
2890,82.16011874,304.6571818,1.404880265,0
2900,82.16078911,304.71846789999995,1.408543391,0
2910,82.16144811,304.7799425,1.412206516,0
2920,82.16209594,304.841606,1.4158696419999999,0
2930,82.16273279,304.9034591,1.419532767,0
2940,82.16335884,304.9655024,1.4231958930000002,0
2950,82.16397428,305.0277366,1.426859018,0
2960,82.16457929,305.0901622,1.430522144,0
2970,82.16517404,305.1527798,1.434185269,0
2980,82.16575871,305.21559019999995,1.437848395,0
2990,82.16633347,305.2785939,1.44151152,0
3000,82.16689849,305.3417915,1.445174645,0
3010,82.16745392,305.4051836,1.448837771,0
3020,82.16799994,305.468771,1.4525008959999999,0
3030,82.16853671,305.5325542,1.4561640219999998,0
3040,82.16906437,305.59653389999994,1.459827147,0
3050,82.16958309,305.6607106,1.4634902730000001,0
3060,82.17009302,305.7250851,1.4671533980000002,0
3070,82.17059429999999,305.78965800000003,1.470816524,0
3080,82.17108709,305.85442989999996,1.474479649,0
3090,82.17157152,305.9194015,1.478142775,0
3100,82.17204774,305.9845734,1.4818059,0
3110,82.17251589,306.0499463,1.4854690259999999,0
3120,82.1729761,306.1155208,1.489132151,0
3130,82.17342851,306.1812975,1.492795277,0
3140,82.17387325,306.2472772,1.4964584019999998,0
3150,82.17431045,306.3134605,1.5001215280000002,0
3160,82.17474024,306.379848,1.503784653,0
3170,82.17516274,306.4464404,1.507447779,0
3180,82.17557808,306.5132384,1.5111109040000001,0
3190,82.17598638,306.5802426,1.51477403,0
3200,82.17638776,306.6474538,1.518437155,0
3210,82.17678234,306.7148725,1.52210028,0
3220,82.17717022,306.7824994,1.525763406,0
3230,82.17755153,306.85033530000004,1.529426531,0
3240,82.17792638,306.9183808,1.5330896569999999,0
3250,82.17829487,306.98663650000003,1.536752782,0
3260,82.17865712,307.05510319999996,1.5404159080000002,0
3270,82.17901322,307.12378160000003,1.544079033,0
3280,82.17936329,307.1926723,1.547742159,0
3290,82.17970742,307.261776,1.551405284,0
3300,82.18004572,307.3310934,1.55506841,0
3310,82.18037829,307.4006252,1.558731535,0
3320,82.18070522,307.4703721,1.562394661,0
3330,82.1810266,307.54033480000004,1.566057786,0
3340,82.18134254,307.610514,1.569720912,0
3350,82.18165312,307.68091039999996,1.5733840369999998,0
3360,82.18195844,307.7515247,1.577047163,0
3370,82.18225858,307.82235760000003,1.5807102880000001,0
3380,82.18255363,307.89340980000003,1.584373414,0
3390,82.18284368,307.96468210000006,1.588036539,0
3400,82.18312882,308.036175,1.591699664,0
3410,82.18340912,308.1078895,1.59536279,0
3420,82.18368467,308.1798261,1.599025915,0
3430,82.18395555,308.2519855,1.6026890409999999,0
3440,82.18422183,308.3243686,1.606352166,0
3450,82.18448361,308.3969761,1.610015292,0
3460,82.18474094,308.4698086,1.6136784169999998,0
3470,82.18499391,308.5428669,1.6173415430000002,0
3480,82.1852426,308.6161517,1.621004668,0
3490,82.18548706,308.6896638,1.624667794,0
3500,82.18572739,308.7634038,1.6283309190000002,0
3510,82.18596364,308.83737260000004,1.631994045,0
3520,82.18619588,308.91157089999996,1.63565717,0
3530,82.18642419,308.98599939999997,1.639320296,0
3540,82.18664863,309.06065889999996,1.6429834209999998,0
3550,82.18686926,309.1355501,1.6466465469999998,0
3560,82.18708616,309.2106737,1.650309672,0
3570,82.18729937,309.28603060000006,1.653972798,0
3580,82.18750897,309.3616215,1.6576359230000002,0
3590,82.18771502,309.437447,1.6612990490000001,0
3600,82.18791758,309.5135081,1.664962174,0
3610,82.1881167,309.5898055,1.6686252990000001,0
3620,82.18831245,309.6663398,1.672288425,0
3630,82.18850488,309.743112,1.67595155,0
3640,82.18869404,309.8201227,1.679614676,0
3650,82.18888000000001,309.8973727,1.683277801,0
3660,82.18906281,309.97486289999995,1.686940927,0
3670,82.18924252,310.0525939,1.6906040519999999,0
3680,82.18941918,310.1305666,1.694267178,0
3690,82.18959285,310.2087818,1.6979303030000001,0
3700,82.18976357,310.2872402,1.701593429,0
3710,82.1899314,310.36594269999995,1.705256554,0
3720,82.19009638,310.44488989999996,1.70891968,0
3730,82.19025857,310.52408280000003,1.712582805,0
3740,82.19041801,310.6035221,1.716245931,0
3750,82.19057474,310.6832085,1.7199090559999999,0
3760,82.19072882,310.763143,1.7235721819999998,0
3770,82.19088029,310.8433263,1.727235307,0
3780,82.19102918,310.92375930000003,1.7308984330000001,0
3790,82.19117556,311.00444260000006,1.7345615580000002,0
3800,82.19131945,311.0853772,1.738224683,0
3810,82.19146090000001,311.1665638,1.741887809,0
3820,82.19159996,311.24800330000005,1.7455509340000002,0
3830,82.19173666,311.3296965,1.74921406,0
3840,82.19187104,311.41164419999996,1.752877185,0
3850,82.19200314,311.4938473,1.756540311,0
3860,82.19213301,311.5763065,1.7602034359999998,0
3870,82.19226067,311.6590227,1.7638665619999998,0
3880,82.19238617,311.74199669999996,1.767529687,0
3890,82.19250954,311.82522939999996,1.771192813,0
3900,82.19263082,311.9087216,1.7748559380000002,0
3910,82.19275004,311.99247410000004,1.7785190640000001,0
3920,82.19286724,312.07648789999996,1.782182189,0
3930,82.19298246,312.16076360000005,1.785845315,0
3940,82.19309572,312.24530219999997,1.78950844,0
3950,82.19320706,312.3301046,1.793171566,0
3960,82.19331652,312.4151716,1.796834691,0
3970,82.19342412,312.500504,1.800497817,0
3980,82.19352989,312.58610269999997,1.804160942,0
3990,82.19363388,312.6719686,1.8078240680000002,0
4000,82.1937361,312.7581025,1.811487193,0
4010,82.19383658,312.84450530000004,1.8151503180000002,0
4020,82.19393537,312.93117789999997,1.8188134440000001,0
4030,82.19403248,313.01812110000003,1.822476569,0
4040,82.19412794,313.10533589999994,1.826139695,0
4050,82.19422178,313.1928231,1.82980282,0
4060,82.19431404,313.2805836,1.833465946,0
4070,82.19440473,313.3686182,1.837129071,0
4080,82.19449388,313.4569279,1.8407921969999999,0
4090,82.19458152,313.54551360000005,1.844455322,0
4100,82.19466767,313.63437610000005,1.8481184480000001,0
4110,82.19475237,313.7235164,1.851781573,0
4120,82.19483563,313.8129353,1.855444699,0
4130,82.19491748,313.9026338,1.859107824,0
4140,82.19499794,313.9926127,1.86277095,0
4150,82.19507703,314.082873,1.866434075,0
4160,82.19515479,314.1734155,1.8700972009999999,0
4170,82.19523123,314.26424130000004,1.873760326,0
4180,82.19530637,314.35535120000003,1.877423452,0
4190,82.19538023,314.4467461,1.8810865769999998,0
4200,82.19545285,314.5384269,1.884749702,0
4210,82.19552424,314.63039469999995,1.888412828,0
4220,82.19559441,314.7226502,1.8920759530000002,0
4230,82.19566339,314.81519449999996,1.8957390790000002,0
4240,82.19573121,314.9080285,1.899402204,0
4250,82.19579788,315.00115310000007,1.90306533,0
4260,82.19586341,315.09456919999997,1.906728455,0
4270,82.19592784,315.18827789999995,1.9103915809999998,0
4280,82.19599117,315.28227999999996,1.914054706,0
4290,82.19605343,315.3765765,1.917717832,0
4300,82.19611463,315.4711684,1.9213809569999998,0
4310,82.19617480000001,315.5660566,1.9250440830000002,0
4320,82.19623394,315.6612421,1.928707208,0
4330,82.19629209,315.75672579999997,1.932370334,0
4340,82.19634925,315.8525088,1.9360334590000001,0
4350,82.19640543,315.9485919,1.939696585,0
4360,82.19646067,316.04497610000004,1.94335971,0
4370,82.19651497,316.1416625,1.947022836,0
4380,82.19656835,316.238652,1.950685961,0
4390,82.19662082,316.3359456,1.954349087,0
4400,82.19667241,316.4335442,1.9580122119999999,0
4410,82.19672312,316.5314489,1.961675337,0
4420,82.19677297,316.6296607,1.9653384630000001,0
4430,82.19682198,316.7281805,1.969001588,0
4440,82.19687015,316.82700939999995,1.972664714,0
4450,82.19691751,316.9261483,1.976327839,0
4460,82.19696407,317.0255983,1.979990965,0
4470,82.19700983,317.1253603,1.98365409,0
4480,82.19705482,317.2254354,1.9873172159999999,0
4490,82.19709905,317.32582460000003,1.990980341,0
4500,82.19714253,317.4265289,1.994643467,0
4510,82.19718527,317.5275494,1.9983065919999998,0
4520,82.19722729,317.6288869,2.0019697180000002,0
4530,82.19726859,317.73054269999994,2.0056328430000003,0
4540,82.1973092,317.8325177,2.009295969,0
4550,82.19734911,317.9348129,2.012959094,0
4560,82.19738835,318.03742939999995,2.01662222,0
4570,82.19742693,318.14036830000003,2.020285345,0
4580,82.19746485,318.2436305,2.0239484709999997,0
4590,82.19750212,318.3472171,2.027611596,0
4600,82.19753877,318.45112919999997,2.031274721,0
4610,82.19757479,318.55536780000006,2.0349378469999997,0
4620,82.19761021,318.65993399999996,2.038600972,0
4630,82.19764502,318.7648289,2.042264098,0
4640,82.19767924,318.8700534,2.045927223,0
4650,82.19771289,318.9756088,2.0495903490000003,0
4660,82.19774596,319.081496,2.053253474,0
4670,82.19777847,319.18771610000005,2.0569166,0
4680,82.19781043,319.2942702,2.060579725,0
4690,82.19784185,319.4011594,2.064242851,0
4700,82.19787274,319.50838480000004,2.067905976,0
4710,82.19790309999999,319.6159475,2.0715691019999998,0
4720,82.19793295,319.7238485,2.075232227,0
4730,82.19796229,319.8320889,2.078895353,0
4740,82.19799113,319.94066989999993,2.082558478,0
4750,82.19801949,320.04959260000004,2.086221604,0
4760,82.19804737,320.15885810000003,2.089884729,0
4770,82.19807477,320.26846739999996,2.093547855,0
4780,82.19810171,320.3784217,2.09721098,0
4790,82.19812819,320.4887221,2.100874106,0
4800,82.19815422,320.59936969999995,2.104537231,0
4810,82.19817981,320.71036569999995,2.1082003559999998,0
4820,82.19820497,320.8217112,2.111863482,0
4830,82.1982297,320.93340730000006,2.115526607,0
4840,82.19825401,321.0454552,2.1191897330000002,0
4850,82.19827791,321.157856,2.122852858,0
4860,82.1983014,321.2706108,2.126515984,0
4870,82.1983245,321.38372069999997,2.130179109,0
4880,82.1983472,321.4971871,2.133842235,0
4890,82.19836952,321.6110109,2.13750536,0
4900,82.19839147,321.7251933,2.1411684859999998,0
4910,82.19841303,321.83973560000004,2.144831611,0
4920,82.19843424,321.95463880000005,2.148494737,0
4930,82.19845508,322.0699043,2.1521578619999997,0
4940,82.19847557,322.185533,2.1558209880000003,0
4950,82.19849572,322.3015262,2.159484113,0
4960,82.19851552,322.41788510000003,2.163147239,0
4970,82.19853499,322.53461089999996,2.1668103640000003,0
4980,82.19855412,322.6517047,2.17047349,0
4990,82.19857293,322.76916780000005,2.174136615,0
5000,82.19859143,322.8870013,2.17779974,0
5010,82.19860961,323.0052065,2.181462866,0
5020,82.19862748,323.1237845,2.185125991,0
5030,82.19864505,323.24273660000006,2.188789117,0
5040,82.19866232,323.36206400000003,2.192452242,0
5050,82.1986793,323.48176780000006,2.196115368,0
5060,82.19869599,323.6018494,2.199778493,0
5070,82.19871239,323.72230989999997,2.203441619,0
5080,82.19872852,323.8431505,2.207104744,0
5090,82.19874438,323.96437260000005,2.21076787,0
5100,82.19875996,324.0859773,2.214430995,0
5110,82.19877529,324.2079658,2.218094121,0
5120,82.19879035,324.3303395,2.221757246,0
5130,82.19880516,324.4530995,2.225420372,0
5140,82.19881971,324.57624710000005,2.229083497,0
5150,82.19883402,324.6997836,2.232746623,0
5160,82.19884809,324.8237103,2.2364097480000003,0
5170,82.19886192,324.94802830000003,2.240072874,0
5180,82.19887551,325.072739,2.243735999,0
5190,82.19888888,325.1978436,2.247399125,0
5200,82.19890201,325.3233435,2.25106225,0
5210,82.19891493,325.4492398,2.254725375,0
5220,82.19892762,325.575534,2.2583885009999998,0
5230,82.1989401,325.7022272,2.262051626,0
5240,82.19895237,325.8293207,2.265714752,0
5250,82.19896443,325.9568159,2.2693778769999997,0
5260,82.19897629,326.08471410000004,2.2730410030000003,0
5270,82.19898795,326.2130166,2.276704128,0
5280,82.1989994,326.3417246,2.280367254,0
5290,82.19901067,326.4708395,2.2840303790000003,0
5300,82.19902174,326.6003627,2.287693505,0
5310,82.19903263,326.7302953,2.29135663,0
5320,82.19904333,326.86063889999997,2.295019756,0
5330,82.19905384,326.99139460000004,2.298682881,0
5340,82.19906419,327.1225639,2.3023460069999997,0
5350,82.19907435,327.254148,2.306009132,0
5360,82.19908434,327.3861483,2.309672258,0
5370,82.19909417,327.5185662,2.313335383,0
5380,82.19910382,327.65140310000004,2.3169985090000003,0
5390,82.19911332,327.7846602,2.320661634,0
5400,82.19912265,327.9183389,2.324324759,0
5410,82.19913183,328.0524407,2.327987885,0
5420,82.19914084,328.1869668,2.33165101,0
5430,82.19914971,328.32191869999997,2.335314136,0
5440,82.19915843,328.45729769999997,2.338977261,0
5450,82.19916699,328.59310519999997,2.342640387,0
5460,82.19917542,328.72934260000005,2.346303512,0
5470,82.1991837,328.86601129999997,2.349966638,0
5480,82.19919184,329.0031128,2.3536297630000003,0
5490,82.19919984,329.1406483,2.357292889,0
5500,82.1992077,329.2786193,2.360956014,0
5510,82.19921544,329.4170272,2.36461914,0
5520,82.19922304,329.55587349999996,2.368282265,0
5530,82.19923051,329.69515950000005,2.371945391,0
5540,82.19923786,329.8348867,2.375608516,0
5550,82.19924508,329.9750566,2.379271642,0
5560,82.19925218,330.1156704,2.382934767,0
5570,82.19925915,330.2567298,2.3865978930000002,0
5580,82.19926601,330.398236,2.390261018,0
5590,82.19927276,330.5401907,2.393924144,0
5600,82.19927939,330.6825951,2.397587269,0
5610,82.19928591,330.82545089999996,2.401250394,0
5620,82.19929231,330.96875939999995,2.40491352,0
5630,82.19929861,331.11252210000004,2.408576645,0
5640,82.1993048,331.2567405,2.412239771,0
5650,82.19931089,331.4014161,2.415902896,0
5660,82.19931687,331.54655039999994,2.4195660219999997,0
5670,82.19932275,331.6921447,2.423229147,0
5680,82.19932854,331.83820069999996,2.426892273,0
5690,82.19933422,331.98471980000005,2.430555398,0
5700,82.19933981,332.13170360000004,2.4342185240000003,0
5710,82.1993453,332.2791534,2.437881649,0
5720,82.1993507,332.4270709,2.441544775,0
5730,82.19935601,332.57545760000005,2.4452078999999998,0
